round,condition_type,agent_step,terminated,reason,search_depth,region,old_color,new_color,n_conflict_edges_before,n_conflict_edges_after,conflict_delta,conflict_regions_before,selected_found_solution_within_depth,planning_depth_used,tree_iterations_used,pruning_thresh,lapse_rate,selected_by_lapse,expanded_root_children,improved_conflicts
9,requires_adjacent_nonconflict_pair,320,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,321,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,322,False,,4,16,2,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,14,False
9,requires_adjacent_nonconflict_pair,323,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,324,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,325,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,326,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,327,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,328,False,,5,43,2,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,329,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,330,False,,3,0,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,331,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,332,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,333,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,334,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,335,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,336,False,,2,6,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,9,False
9,requires_adjacent_nonconflict_pair,337,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,338,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,339,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,340,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,341,False,,3,22,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,342,False,,2,6,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,343,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,344,False,,5,43,3,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,345,False,,4,16,3,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,14,False
9,requires_adjacent_nonconflict_pair,346,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,15,False
9,requires_adjacent_nonconflict_pair,347,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,348,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,15,False
9,requires_adjacent_nonconflict_pair,349,False,,4,17,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,350,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,351,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,352,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,353,False,,2,6,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,14,False
9,requires_adjacent_nonconflict_pair,354,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,355,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,356,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,357,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,358,False,,3,22,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,359,False,,2,33,1,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,360,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,361,False,,2,18,2,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,362,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,363,False,,5,43,2,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,9,False
9,requires_adjacent_nonconflict_pair,364,False,,5,43,0,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,8,False
9,requires_adjacent_nonconflict_pair,365,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,366,False,,4,17,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,367,False,,2,6,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,368,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,369,False,,3,22,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,370,False,,3,22,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,14,False
9,requires_adjacent_nonconflict_pair,371,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,372,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,373,False,,2,9,2,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,374,False,,2,9,1,2,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,375,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,376,False,,2,6,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,377,False,,4,17,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,378,False,,2,33,0,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,379,False,,5,43,2,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,380,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,381,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,382,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,383,False,,4,16,2,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,9,False
9,requires_adjacent_nonconflict_pair,384,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,385,False,,3,22,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,386,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,387,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,388,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,389,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,390,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,391,False,,3,0,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,392,False,,3,0,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,393,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,394,False,,2,18,0,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,395,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,396,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,397,False,,2,33,1,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,398,False,,3,4,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,399,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,400,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,401,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,402,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,403,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,404,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,405,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,406,False,,2,13,1,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,407,False,,2,30,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,9,False
9,requires_adjacent_nonconflict_pair,408,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,409,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,410,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,411,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,412,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,413,False,,5,43,0,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,414,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,415,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,416,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,417,False,,2,6,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,418,False,,4,17,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,419,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,420,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,421,False,,2,13,0,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,422,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,15,False
9,requires_adjacent_nonconflict_pair,423,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,424,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,15,False
9,requires_adjacent_nonconflict_pair,425,False,,2,33,0,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,426,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,427,False,,2,33,1,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,16,False
9,requires_adjacent_nonconflict_pair,428,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,15,False
9,requires_adjacent_nonconflict_pair,429,False,,3,4,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,430,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,431,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,432,False,,2,18,2,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,9,False
9,requires_adjacent_nonconflict_pair,433,False,,5,43,2,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,9,False
9,requires_adjacent_nonconflict_pair,434,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,8,False
9,requires_adjacent_nonconflict_pair,435,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,436,False,,3,4,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,8,False
9,requires_adjacent_nonconflict_pair,437,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,438,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,439,False,,2,15,2,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,440,False,,2,15,0,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,441,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,442,False,,2,9,2,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,14,False
9,requires_adjacent_nonconflict_pair,443,False,,2,9,1,2,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,444,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,445,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,446,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,447,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,448,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,449,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,450,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,451,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,452,False,,2,13,1,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,14,False
9,requires_adjacent_nonconflict_pair,453,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,454,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,455,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,456,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,457,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,458,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,459,False,,2,9,2,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,460,False,,2,9,1,2,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,461,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,462,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,463,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,464,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,465,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,466,False,,3,22,1,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,9,False
9,requires_adjacent_nonconflict_pair,467,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,468,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,469,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,470,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,471,False,,3,22,0,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,472,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,473,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,474,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,475,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,476,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,477,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,478,False,,2,13,0,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,9,False
9,requires_adjacent_nonconflict_pair,479,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,480,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,481,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,482,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,483,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,484,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,485,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,486,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,487,False,,2,13,1,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,488,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,9,False
9,requires_adjacent_nonconflict_pair,489,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,490,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,491,False,,2,13,0,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,492,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,493,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,494,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,495,False,,2,18,0,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,496,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,497,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,498,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,499,False,,3,4,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,14,False
10,requires_adjacent_nonconflict_pair,0,False,,0,3,1,3,7,5,-2,1 2 3 4 9 17 19 26 28 31 39,False,4,20,0,0.3,True,4,True
10,requires_adjacent_nonconflict_pair,1,False,,0,0,0,2,5,3,-2,1 2 9 17 19 26 28 39,False,4,20,0,0.3,False,2,True
10,requires_adjacent_nonconflict_pair,2,False,,0,16,0,2,3,1,-2,2 9 17 28 39,True,4,20,0,0.3,True,1,True
10,requires_adjacent_nonconflict_pair,3,False,,1,7,0,2,1,1,0,2 28,True,4,20,0,0.3,False,13,False
10,requires_adjacent_nonconflict_pair,4,False,,2,4,2,1,1,1,0,2 28,True,4,20,0,0.3,False,13,False
10,requires_adjacent_nonconflict_pair,5,False,,1,31,0,2,1,1,0,2 28,True,4,20,0,0.3,False,1,False
10,requires_adjacent_nonconflict_pair,6,False,,0,1,1,0,1,0,-1,2 28,True,4,20,0,0.3,True,1,True
